AIRPORT_NAME,AIRPORT_ZIP_CODE,DEPARTURE_CODE,DOMESTIC_CODE,TICKETS_SOLD,TAIL_NUMBER,PLANE_MODEL,DESTINATION_CODE,DEPARTING_DELAY,SCHEDULED_DEPARTURE_UTC
Harry Reid International Airport,89119,LAS,DLTA,102,#Z106SWP,Airbus A320neo,FLL,0,2024-07-02 18:51:00.000
Newark Liberty International Airport,07114,EWR,AA,128,#Q142TYS,Boeing 737,ATL,0,2024-07-02 18:52:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,118,#U961KVL,Boeing 737,DEN,0,2024-07-02 18:54:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,107,#I161KWA,Airbus A320neo,EWR,0,2024-07-02 18:55:00.000
Orlando International Airport,32827,MCO,UA,199,#O335JTA,Boeing 767,BOS,0,2024-07-02 18:56:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,460,#I927WGJ,Airbus A380,LAS,0,2024-07-02 18:56:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,132,#H409MRN,Airbus A320neo,PHX,0,2024-07-02 18:56:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,236,#Q468KHJ,Airbus A350,LAX,0,2024-07-02 18:58:00.000
Logan International Airport,02128,BOS,AA,114,#M052VEC,Boeing 737,MSP,0,2024-07-02 18:58:00.000
Denver International Airport,80249,DEN,UA,335,#M962HZS,Boeing 747,LAS,0,2024-07-02 19:00:00.000
John F. Kennedy International Airport,11430,JFK,AA,184,#L343YWY,Boeing 767,SFO,0,2024-07-02 19:01:00.000
O'Hare International Airport,60666,ORD,AA,133,#R817WCK,Boeing 737,DEN,0,2024-07-02 19:02:00.000
Miami International Airport,33126,MIA,UA,160,#J418BFE,Boeing 737 MAX,ORD,0,2024-07-02 19:03:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,206,#F179KNU,Boeing 767,SFO,0,2024-07-02 19:42:00.000
Miami International Airport,33126,MIA,UA,227,#N384ZFD,Boeing 787 Dreamliner,EWR,0,2024-07-02 19:43:00.000
George Bush Intercontinental Airport,77032,IAH,UA,115,#N225KZD,Boeing 737,ORD,0,2024-07-02 19:44:00.000
Harry Reid International Airport,89119,LAS,AA,253,#O874VZR,Airbus A350,DEN,0,2024-07-02 19:45:00.000
O'Hare International Airport,60666,ORD,AA,140,#L807QNY,Boeing 737 MAX,LAS,0,2024-07-02 19:46:00.000
Newark Liberty International Airport,07114,EWR,DLTA,134,#F506HET,Airbus A320neo,CLT,0,2024-07-02 19:49:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,106,#E510GXK,Airbus A320,DEN,0,2024-07-02 19:51:00.000
Charlotte Douglas International Airport,28208,CLT,UA,197,#T979RYB,Airbus A330,ORD,0,2024-07-02 19:52:00.000
Denver International Airport,80249,DEN,DLTA,146,#D676DOB,Boeing 737 MAX,BOS,0,2024-07-02 19:53:00.000
Logan International Airport,02128,BOS,UA,148,#G760DDW,Airbus A320neo,DEN,0,2024-07-02 19:55:00.000
San Francisco International Airport,94128,SFO,DLTA,120,#W247UQY,Boeing 737 MAX,ATL,0,2024-07-02 19:56:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,111,#K710LKI,Airbus A320,MCO,0,2024-07-02 19:58:00.000
Orlando International Airport,32827,MCO,UA,227,#Q223BBH,Boeing 787 Dreamliner,SFO,0,2024-07-02 20:00:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,125,#K365XLZ,Airbus A320,FLL,0,2024-07-02 20:00:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,312,#B964STX,Boeing 777,MSP,0,2024-07-02 20:01:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,496,#C516HHO,Airbus A380,MIA,0,2024-07-02 20:03:00.000
Los Angeles International Airport,90045,LAX,UA,132,#N697ISP,Boeing 737,ORD,0,2024-07-02 20:04:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,225,#H062NAB,Boeing 787 Dreamliner,LAX,0,2024-07-02 20:07:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,262,#Q855DYR,Airbus A350,MCO,0,2024-07-02 20:47:00.000
Charlotte Douglas International Airport,28208,CLT,AA,132,#K310PQY,Airbus A320neo,DFW,0,2024-07-02 20:47:00.000
Logan International Airport,02128,BOS,DLTA,111,#I789CAW,Boeing 737,LAS,0,2024-07-02 20:49:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,552,#R369TQD,Airbus A380,DEN,1,2024-07-02 20:51:00.000
Orlando International Airport,32827,MCO,DLTA,258,#Z194KPD,Boeing 777,ATL,0,2024-07-02 20:52:00.000
Harry Reid International Airport,89119,LAS,AA,283,#Z443BRZ,Airbus A350,MIA,0,2024-07-02 20:53:00.000
John F. Kennedy International Airport,11430,JFK,UA,181,#T246PTX,Boeing 767,EWR,0,2024-07-02 20:54:00.000
George Bush Intercontinental Airport,77032,IAH,UA,203,#X711NPB,Boeing 767,MIA,0,2024-07-02 20:56:00.000
Denver International Airport,80249,DEN,AA,228,#O359BKV,Airbus A330,LAX,0,2024-07-02 20:56:00.000
Newark Liberty International Airport,07114,EWR,DLTA,291,#H284XSB,Airbus A340,FLL,0,2024-07-02 20:58:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,95,#L060YHN,Boeing 737,IAH,0,2024-07-02 20:59:00.000
O'Hare International Airport,60666,ORD,UA,198,#R357UWS,Boeing 767,FLL,0,2024-07-02 20:59:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,205,#E068REC,Boeing 767,EWR,0,2024-07-02 21:00:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,250,#Z720UNE,Boeing 787 Dreamliner,SFO,0,2024-07-02 21:02:00.000
Los Angeles International Airport,90045,LAX,DLTA,291,#D191MVE,Boeing 747,BOS,0,2024-07-02 21:04:00.000
Miami International Airport,33126,MIA,DLTA,482,#R763FZF,Airbus A380,LAS,0,2024-07-02 21:05:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,101,#Y613DUT,Airbus A320,SFO,0,2024-07-02 21:06:00.000
San Francisco International Airport,94128,SFO,DLTA,111,#V100CDS,Airbus A320neo,EWR,0,2024-07-02 21:11:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,263,#K426PXL,Boeing 777,LAS,0,2024-07-02 21:50:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,282,#Q933RWG,Boeing 777,MSP,0,2024-07-02 21:50:00.000
Newark Liberty International Airport,07114,EWR,DLTA,114,#R164OKT,Boeing 737,DEN,0,2024-07-02 21:52:00.000
San Francisco International Airport,94128,SFO,AA,228,#G249DEH,Boeing 767,MCO,0,2024-07-02 21:53:00.000
Los Angeles International Airport,90045,LAX,AA,187,#W555QHF,Boeing 767,DEN,0,2024-07-02 21:54:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,266,#G255DRH,Airbus A350,BOS,0,2024-07-02 21:55:00.000
O'Hare International Airport,60666,ORD,DLTA,95,#Z089TFQ,Boeing 737,LAX,0,2024-07-02 21:56:00.000
Miami International Airport,33126,MIA,UA,419,#D391IFY,Airbus A380,FLL,0,2024-07-02 21:58:00.000
Denver International Airport,80249,DEN,UA,373,#J958DYX,Airbus A380,MIA,0,2024-07-02 21:59:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,246,#H731SDN,Airbus A340,DFW,0,2024-07-02 22:00:00.000
Orlando International Airport,32827,MCO,AA,224,#M199PBC,Airbus A350,LAX,0,2024-07-02 22:00:00.000
George Bush Intercontinental Airport,77032,IAH,AA,236,#O465TGX,Boeing 787 Dreamliner,MSP,0,2024-07-02 22:01:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,203,#F247TGV,Boeing 767,LAX,0,2024-07-02 22:01:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,208,#S062QLG,Airbus A350,MIA,0,2024-07-02 22:03:00.000
Harry Reid International Airport,89119,LAS,DLTA,168,#N568IIS,Airbus A330,PHX,0,2024-07-02 22:09:00.000
Logan International Airport,02128,BOS,UA,251,#Y462SRS,Airbus A330,IAH,0,2024-07-02 22:10:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,190,#X591ZMQ,Airbus A330,DFW,0,2024-07-02 22:14:00.000
John F. Kennedy International Airport,11430,JFK,UA,242,#H457QMX,Airbus A330,ATL,0,2024-07-02 22:14:00.000
Newark Liberty International Airport,07114,EWR,UA,124,#J911HZK,Boeing 737,CLT,0,2024-07-03 05:51:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,265,#B932WJL,Boeing 777,ORD,0,2024-07-03 05:51:00.000
Harry Reid International Airport,89119,LAS,DLTA,368,#Z923WSA,Airbus A380,FLL,0,2024-07-03 05:52:00.000
George Bush Intercontinental Airport,77032,IAH,UA,153,#H556GRM,Boeing 737 MAX,EWR,0,2024-07-03 05:53:00.000
O'Hare International Airport,60666,ORD,UA,195,#N124VTO,Boeing 767,JFK,0,2024-07-03 06:02:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,145,#Q059HBG,Boeing 737 MAX,LAX,0,2024-07-03 06:02:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,261,#H660NZA,Airbus A340,SEA,0,2024-07-03 06:03:00.000
Los Angeles International Airport,90045,LAX,DLTA,256,#H479PZB,Airbus A340,FLL,0,2024-07-03 06:05:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,260,#S368PIY,Boeing 747,JFK,0,2024-07-03 06:06:00.000
Denver International Airport,80249,DEN,UA,231,#H363GQP,Boeing 777,DFW,0,2024-07-03 06:06:00.000
San Francisco International Airport,94128,SFO,DLTA,226,#S156HHQ,Airbus A330,ORD,0,2024-07-03 06:07:00.000
Orlando International Airport,32827,MCO,AA,388,#A223VTL,Airbus A380,MSP,0,2024-07-03 06:07:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,234,#P195JUC,Airbus A330,IAH,0,2024-07-03 06:07:00.000
Charlotte Douglas International Airport,28208,CLT,AA,447,#I089JBM,Airbus A380,FLL,0,2024-07-03 06:08:00.000
Logan International Airport,02128,BOS,DLTA,130,#U561TYE,Airbus A320neo,DEN,0,2024-07-03 06:09:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,237,#C726ROL,Airbus A350,PHX,0,2024-07-03 06:10:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,269,#G500OAF,Airbus A350,ATL,0,2024-07-03 06:11:00.000
Miami International Airport,33126,MIA,AA,139,#A815AOY,Airbus A320neo,ORD,0,2024-07-03 06:13:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,326,#Z332HYT,Boeing 787 Dreamliner,LAS,1,2024-07-03 06:54:00.000
Newark Liberty International Airport,07114,EWR,AA,325,#B146KQK,Boeing 777,IAH,0,2024-07-03 06:55:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,228,#A770YIT,Airbus A350,SEA,0,2024-07-03 06:57:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,248,#G065MER,Boeing 777,MCO,0,2024-07-03 06:57:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,177,#K277RDN,Airbus A330,PHX,0,2024-07-03 06:59:00.000
John F. Kennedy International Airport,11430,JFK,UA,129,#F156YXF,Boeing 737 MAX,SFO,0,2024-07-03 06:59:00.000
Miami International Airport,33126,MIA,UA,274,#D398NZI,Boeing 787 Dreamliner,SFO,0,2024-07-03 07:02:00.000
Harry Reid International Airport,89119,LAS,UA,328,#V204QHE,Airbus A340,DFW,0,2024-07-03 07:03:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,211,#E846JPP,Airbus A330,JFK,0,2024-07-03 07:05:00.000
Denver International Airport,80249,DEN,AA,280,#A689FUU,Boeing 787 Dreamliner,CLT,0,2024-07-03 07:06:00.000
Logan International Airport,02128,BOS,AA,116,#S896RQF,Boeing 737,LAS,0,2024-07-03 07:06:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,125,#Z549XCI,Airbus A320neo,MCO,0,2024-07-03 07:08:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,141,#K530XKA,Airbus A320neo,LAX,0,2024-07-03 07:10:00.000
O'Hare International Airport,60666,ORD,DLTA,281,#U654BTR,Boeing 787 Dreamliner,MSP,0,2024-07-03 07:11:00.000
George Bush Intercontinental Airport,77032,IAH,AA,152,#J928KIQ,Boeing 737 MAX,FLL,0,2024-07-03 07:12:00.000
Orlando International Airport,32827,MCO,DLTA,275,#S578XEI,Airbus A340,DFW,0,2024-07-03 07:17:00.000
San Francisco International Airport,94128,SFO,UA,226,#U744WTE,Airbus A330,ATL,0,2024-07-03 07:17:00.000
Los Angeles International Airport,90045,LAX,AA,283,#Z594QOA,Airbus A350,JFK,0,2024-07-03 07:19:00.000
Logan International Airport,02128,BOS,AA,259,#B487GTI,Airbus A350,JFK,0,2024-07-03 08:00:00.000
Newark Liberty International Airport,07114,EWR,DLTA,120,#W722IMR,Boeing 737 MAX,SEA,0,2024-07-03 08:02:00.000
O'Hare International Airport,60666,ORD,AA,286,#Y296OWB,Airbus A340,DFW,0,2024-07-03 08:02:00.000
John F. Kennedy International Airport,11430,JFK,UA,258,#Z747FFH,Boeing 767,SEA,0,2024-07-03 08:03:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,317,#A187SIK,Boeing 747,DFW,0,2024-07-03 08:03:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,256,#X949MHD,Airbus A350,MIA,0,2024-07-03 08:04:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,270,#K679KNR,Boeing 777,LAS,0,2024-07-03 08:05:00.000
George Bush Intercontinental Airport,77032,IAH,UA,130,#E556EVN,Airbus A320neo,LAS,0,2024-07-03 08:08:00.000
Miami International Airport,33126,MIA,AA,101,#D795NHY,Airbus A320neo,MSP,0,2024-07-03 08:09:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,112,#B358UFQ,Airbus A320,SFO,0,2024-07-03 08:10:00.000
Harry Reid International Airport,89119,LAS,UA,299,#D448HUI,Boeing 787 Dreamliner,JFK,0,2024-07-03 08:11:00.000
Los Angeles International Airport,90045,LAX,UA,256,#E646LRJ,Airbus A350,ORD,0,2024-07-03 08:12:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,217,#A254NBU,Airbus A350,SFO,0,2024-07-03 08:14:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,311,#I658UXG,Boeing 777,LAS,0,2024-07-03 08:15:00.000
Denver International Airport,80249,DEN,AA,204,#K486CGL,Boeing 767,SEA,0,2024-07-03 08:17:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,258,#I011QSJ,Airbus A340,SEA,0,2024-07-03 08:19:00.000
San Francisco International Airport,94128,SFO,AA,287,#L022QRM,Boeing 777,MIA,0,2024-07-03 08:21:00.000
Orlando International Airport,32827,MCO,DLTA,238,#K526STZ,Boeing 787 Dreamliner,MIA,0,2024-07-03 08:22:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,131,#D577SQC,Boeing 737 MAX,MCO,0,2024-07-03 09:03:00.000
Harry Reid International Airport,89119,LAS,AA,273,#S500TZZ,Boeing 787 Dreamliner,EWR,0,2024-07-03 09:04:00.000
George Bush Intercontinental Airport,77032,IAH,UA,133,#L593QPB,Boeing 737 MAX,ATL,0,2024-07-03 09:04:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,148,#L423WUM,Airbus A320neo,MCO,0,2024-07-03 09:06:00.000
O'Hare International Airport,60666,ORD,AA,265,#K840OFW,Boeing 747,FLL,0,2024-07-03 09:07:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,96,#N958PZV,Boeing 737,DEN,0,2024-07-03 09:07:00.000
Denver International Airport,80249,DEN,UA,203,#Y695POA,Boeing 767,SFO,0,2024-07-03 09:07:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,280,#D984CYM,Boeing 787 Dreamliner,ORD,0,2024-07-03 09:11:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,294,#G674FRT,Boeing 777,BOS,0,2024-07-03 09:14:00.000
San Francisco International Airport,94128,SFO,AA,278,#C479SSK,Airbus A340,PHX,0,2024-07-03 09:15:00.000
Orlando International Airport,32827,MCO,UA,365,#J547HKR,Airbus A380,SEA,0,2024-07-03 09:16:00.000
Newark Liberty International Airport,07114,EWR,UA,264,#C457RKU,Airbus A340,FLL,0,2024-07-03 09:17:00.000
Charlotte Douglas International Airport,28208,CLT,AA,269,#O731FTH,Boeing 777,BOS,0,2024-07-03 09:17:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,198,#N160HZT,Boeing 767,IAH,0,2024-07-03 09:18:00.000
Miami International Airport,33126,MIA,AA,229,#L131EOV,Airbus A330,BOS,0,2024-07-03 09:22:00.000
Los Angeles International Airport,90045,LAX,UA,272,#R381LAU,Boeing 767,LAS,1,2024-07-03 09:25:00.000
Logan International Airport,02128,BOS,DLTA,106,#M861EKI,Boeing 737,MCO,0,2024-07-03 09:27:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,272,#D300LGS,Airbus A350,BOS,0,2024-07-03 09:27:00.000
O'Hare International Airport,60666,ORD,AA,229,#G425JXF,Airbus A350,CLT,0,2024-07-03 10:09:00.000
Logan International Airport,02128,BOS,UA,162,#L452OTI,Boeing 737 MAX,SFO,0,2024-07-03 10:11:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,129,#C437TUG,Boeing 737,IAH,0,2024-07-03 10:13:00.000
George Bush Intercontinental Airport,77032,IAH,UA,344,#E305FFA,Airbus A380,ORD,0,2024-07-03 10:13:00.000
Los Angeles International Airport,90045,LAX,DLTA,125,#V000MXI,Boeing 737,CLT,0,2024-07-03 10:14:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,129,#D358EGT,Airbus A320,ATL,0,2024-07-03 10:15:00.000
Denver International Airport,80249,DEN,DLTA,220,#E603NSW,Airbus A330,MSP,0,2024-07-03 10:20:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,311,#P846CQH,Airbus A340,MIA,0,2024-07-03 10:21:00.000
San Francisco International Airport,94128,SFO,DLTA,391,#G370EWN,Airbus A380,SEA,0,2024-07-03 10:21:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,430,#Q779HWB,Airbus A380,ATL,0,2024-07-03 10:22:00.000
Miami International Airport,33126,MIA,DLTA,481,#L184JEP,Airbus A380,MCO,0,2024-07-03 10:22:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,161,#U129VDZ,Boeing 737 MAX,ORD,0,2024-07-03 10:22:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,244,#G190PUH,Airbus A340,EWR,0,2024-07-03 10:23:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,242,#Q561SUT,Boeing 767,CLT,0,2024-07-03 10:25:00.000
Orlando International Airport,32827,MCO,AA,218,#A392JLL,Boeing 787 Dreamliner,JFK,0,2024-07-03 10:26:00.000
Newark Liberty International Airport,07114,EWR,UA,325,#H781GRS,Boeing 777,ORD,0,2024-07-03 10:27:00.000
Harry Reid International Airport,89119,LAS,DLTA,482,#O234MNK,Airbus A380,DEN,0,2024-07-03 10:28:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,209,#W267JXM,Airbus A350,LAS,0,2024-07-03 10:30:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,457,#P070TGB,Airbus A380,MSP,0,2024-07-03 11:12:00.000
Orlando International Airport,32827,MCO,DLTA,183,#M059GGP,Boeing 767,LAX,0,2024-07-03 11:15:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,323,#C589QGX,Boeing 777,DFW,0,2024-07-03 11:17:00.000
San Francisco International Airport,94128,SFO,DLTA,288,#N640RDU,Boeing 787 Dreamliner,FLL,0,2024-07-03 11:17:00.000
George Bush Intercontinental Airport,77032,IAH,AA,273,#S886IWH,Boeing 787 Dreamliner,DEN,0,2024-07-03 11:20:00.000
Harry Reid International Airport,89119,LAS,AA,300,#S329EUF,Boeing 777,SFO,0,2024-07-03 11:20:00.000
Miami International Airport,33126,MIA,UA,326,#S603GUO,Boeing 747,ATL,0,2024-07-03 11:23:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,297,#A560YIK,Boeing 747,MCO,0,2024-07-03 11:23:00.000
Denver International Airport,80249,DEN,UA,112,#Q085NIH,Boeing 737,EWR,0,2024-07-03 11:28:00.000
John F. Kennedy International Airport,11430,JFK,AA,151,#R892MUO,Boeing 737 MAX,DEN,0,2024-07-03 11:29:00.000
Logan International Airport,02128,BOS,UA,208,#J152UFN,Airbus A330,LAX,0,2024-07-03 11:29:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,261,#Y593BHU,Boeing 767,PHX,0,2024-07-03 11:31:00.000
Newark Liberty International Airport,07114,EWR,AA,323,#G470FZP,Boeing 777,MIA,0,2024-07-03 11:32:00.000
Los Angeles International Airport,90045,LAX,AA,218,#S847SJZ,Airbus A350,SFO,0,2024-07-03 11:33:00.000
O'Hare International Airport,60666,ORD,AA,125,#B306ASS,Boeing 737,ATL,0,2024-07-03 11:33:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,323,#C189ESS,Boeing 777,DEN,0,2024-07-03 11:33:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,282,#V003SGK,Boeing 747,SFO,0,2024-07-03 11:35:00.000
Charlotte Douglas International Airport,28208,CLT,AA,235,#O810ELB,Boeing 777,EWR,0,2024-07-03 11:35:00.000
Miami International Airport,33126,MIA,AA,336,#P903FAX,Boeing 747,FLL,0,2024-07-03 12:14:00.000
Orlando International Airport,32827,MCO,AA,98,#B379LLT,Boeing 737,BOS,0,2024-07-03 12:14:00.000
George Bush Intercontinental Airport,77032,IAH,UA,202,#N655OWK,Boeing 787 Dreamliner,SFO,0,2024-07-03 12:15:00.000
Charlotte Douglas International Airport,28208,CLT,UA,148,#I009VEM,Boeing 737 MAX,JFK,0,2024-07-03 12:16:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,123,#B164CCQ,Airbus A320neo,ATL,0,2024-07-03 12:17:00.000
O'Hare International Airport,60666,ORD,DLTA,197,#S021PLX,Boeing 767,LAX,0,2024-07-03 12:18:00.000
Logan International Airport,02128,BOS,DLTA,294,#B784WGW,Boeing 747,MSP,0,2024-07-03 12:19:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,344,#J356LJO,Boeing 747,EWR,0,2024-07-03 12:21:00.000
John F. Kennedy International Airport,11430,JFK,UA,239,#Q082UEB,Boeing 777,LAX,0,2024-07-03 12:25:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,268,#A152KED,Airbus A350,JFK,0,2024-07-03 12:25:00.000
Denver International Airport,80249,DEN,DLTA,171,#W062EKK,Airbus A330,LAS,0,2024-07-03 12:28:00.000
Harry Reid International Airport,89119,LAS,AA,220,#Q514OBE,Boeing 787 Dreamliner,IAH,0,2024-07-03 12:29:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,249,#U113LZC,Airbus A330,IAH,1,2024-07-03 12:30:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,104,#F688ZAA,Airbus A320neo,LAX,0,2024-07-03 12:33:00.000
San Francisco International Airport,94128,SFO,AA,209,#H804GRI,Boeing 767,CLT,0,2024-07-03 12:33:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,134,#P472ZVJ,Boeing 737,JFK,0,2024-07-03 12:36:00.000
Newark Liberty International Airport,07114,EWR,UA,199,#O379YDP,Boeing 767,MCO,0,2024-07-03 12:38:00.000
Los Angeles International Airport,90045,LAX,UA,195,#C270LZG,Boeing 767,BOS,0,2024-07-03 12:38:00.000
Miami International Airport,33126,MIA,UA,286,#O367SJP,Boeing 777,DEN,0,2024-07-03 13:18:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,100,#U945FTK,Airbus A320neo,SFO,0,2024-07-03 13:18:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,133,#Z412TBF,Boeing 737,CLT,0,2024-07-03 13:19:00.000
George Bush Intercontinental Airport,77032,IAH,UA,188,#N011FXE,Boeing 767,MCO,0,2024-07-03 13:21:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,136,#H668QJF,Boeing 737,JFK,0,2024-07-03 13:24:00.000
O'Hare International Airport,60666,ORD,DLTA,138,#C293VXH,Airbus A320neo,DEN,0,2024-07-03 13:24:00.000
Denver International Airport,80249,DEN,DLTA,260,#V940YSG,Boeing 747,MCO,0,2024-07-03 13:25:00.000
